resultId,raceId,driverId,constructorId,number,grid,finishPosition,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,forename,surname,driverName,gridPosition,Grand Prix,year
25155,1061,852,213,22,16,10,10,10,1.0,52,+1:22.065,7185349,51,6,90.826,233.497,1,Yuki,Tsunoda,Yuki Tsunoda,16.0,British Grand Prix,2021
25156,1061,842,213,10,11,11,11,11,0.0,52,+1:25.327,7188611,52,3,90.266,234.945,1,Pierre,Gasly,Pierre Gasly,12.0,British Grand Prix,2021
25157,1061,847,3,63,12,12,12,12,0.0,51,\N,\N,49,13,92.049,230.394,11,George,Russell,George Russell,8.0,British Grand Prix,2021
25158,1061,841,51,99,15,13,13,13,0.0,51,\N,\N,49,15,92.346,229.653,11,Antonio,Giovinazzi,Antonio Giovinazzi,14.0,British Grand Prix,2021
25159,1061,849,3,6,17,14,14,14,0.0,51,\N,\N,51,16,92.477,229.328,11,Nicholas,Latifi,Nicholas Latifi,18.0,British Grand Prix,2021
25160,1061,8,51,7,13,15,15,15,0.0,51,\N,\N,48,11,91.895,230.78,11,Kimi,Räikkönen,Kimi Räikkönen,17.0,British Grand Prix,2021
25161,1061,815,9,11,0,16,16,16,0.0,51,\N,\N,50,1,88.617,239.317,11,Sergio,Pérez,Sergio Pérez,5.0,British Grand Prix,2021
25162,1061,853,210,9,19,17,17,17,0.0,51,\N,\N,51,18,92.909,228.262,11,Nikita,Mazepin,Nikita Mazepin,20.0,British Grand Prix,2021
25163,1061,854,210,47,18,18,18,18,0.0,51,\N,\N,50,17,92.862,228.377,11,Mick,Schumacher,Mick Schumacher,19.0,British Grand Prix,2021
25164,1061,20,117,5,8,\N,R,19,0.0,40,\N,\N,35,19,93.059,227.894,31,Sebastian,Vettel,Sebastian Vettel,10.0,British Grand Prix,2021
25165,1061,830,9,33,1,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,Max,Verstappen,Max Verstappen,2.0,British Grand Prix,2021
25166,1062,839,214,31,8,1,1,1,25.0,70,04:43.2,7483199,54,5,81.421,193.704,1,Esteban,Ocon,Esteban Ocon,8.0,Hungarian Grand Prix,2021
25167,1062,1,131,44,1,2,2,2,18.0,70,2.736,7485935,49,2,78.715,200.363,1,Lewis,Hamilton,Lewis Hamilton,1.0,Hungarian Grand Prix,2021
25168,1062,832,6,55,15,3,3,3,15.0,70,15.018,7498217,54,6,81.423,193.699,1,Carlos,Sainz,Carlos Sainz,15.0,Hungarian Grand Prix,2021
25169,1062,4,214,14,9,4,4,4,12.0,70,15.651,7498850,41,3,80.359,196.264,1,Fernando,Alonso,Fernando Alonso,9.0,Hungarian Grand Prix,2021
25170,1062,842,213,10,5,5,5,5,11.0,70,+1:03.614,7546813,70,1,78.394,201.183,1,Pierre,Gasly,Pierre Gasly,5.0,Hungarian Grand Prix,2021
25171,1062,852,213,22,16,6,6,6,8.0,70,+1:15.803,7559002,43,10,82.45,191.286,1,Yuki,Tsunoda,Yuki Tsunoda,16.0,Hungarian Grand Prix,2021
25172,1062,849,3,6,18,7,7,7,6.0,70,+1:17.910,7561109,62,14,82.831,190.406,1,Nicholas,Latifi,Nicholas Latifi,18.0,Hungarian Grand Prix,2021
25173,1062,847,3,63,17,8,8,8,4.0,70,+1:19.094,7562293,62,9,82.112,192.074,1,George,Russell,George Russell,17.0,Hungarian Grand Prix,2021
25174,1062,830,9,33,3,9,9,9,2.0,70,+1:20.244,7563443,43,4,80.945,194.843,1,Max,Verstappen,Max Verstappen,3.0,Hungarian Grand Prix,2021
25175,1062,8,51,7,13,10,10,10,1.0,69,\N,\N,58,8,81.518,193.473,11,Kimi,Räikkönen,Kimi Räikkönen,13.0,Hungarian Grand Prix,2021
25176,1062,817,1,3,11,11,11,11,0.0,69,\N,\N,58,13,82.802,190.473,11,Daniel,Ricciardo,Daniel Ricciardo,11.0,Hungarian Grand Prix,2021
25177,1062,854,210,47,20,12,12,12,0.0,69,\N,\N,44,11,82.711,190.683,11,Mick,Schumacher,Mick Schumacher,20.0,Hungarian Grand Prix,2021
25178,1062,841,51,99,0,13,13,13,0.0,69,\N,\N,44,12,82.736,190.625,11,Antonio,Giovinazzi,Antonio Giovinazzi,14.0,Hungarian Grand Prix,2021
25179,1062,853,210,9,19,\N,R,14,0.0,3,\N,\N,\N,0,\N,\N,4,Nikita,Mazepin,Nikita Mazepin,19.0,Hungarian Grand Prix,2021
25180,1062,846,1,4,6,\N,R,15,0.0,2,\N,\N,\N,0,\N,\N,4,Lando,Norris,Lando Norris,6.0,Hungarian Grand Prix,2021
25181,1062,822,131,77,2,\N,R,16,0.0,0,\N,\N,\N,0,\N,\N,4,Valtteri,Bottas,Valtteri Bottas,2.0,Hungarian Grand Prix,2021
25182,1062,815,9,11,4,\N,R,17,0.0,0,\N,\N,\N,0,\N,\N,4,Sergio,Pérez,Sergio Pérez,4.0,Hungarian Grand Prix,2021
25183,1062,844,6,16,7,\N,R,18,0.0,0,\N,\N,\N,0,\N,\N,4,Charles,Leclerc,Charles Leclerc,7.0,Hungarian Grand Prix,2021
25184,1062,840,117,18,12,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,Lance,Stroll,Lance Stroll,12.0,Hungarian Grand Prix,2021
25185,1062,20,117,5,10,\N,D,20,0.0,70,\N,\N,60,7,81.459,193.613,2,Sebastian,Vettel,Sebastian Vettel,10.0,Hungarian Grand Prix,2021
25186,1063,830,9,33,1,1,1,1,12.5,1,03:27.1,207071,\N,0,\N,\N,1,Max,Verstappen,Max Verstappen,1.0,Belgian Grand Prix,2021
25187,1063,847,3,63,2,2,2,2,9.0,1,1.995,209066,\N,0,\N,\N,1,George,Russell,George Russell,2.0,Belgian Grand Prix,2021
25188,1063,1,131,44,3,3,3,3,7.5,1,2.601,209672,\N,0,\N,\N,1,Lewis,Hamilton,Lewis Hamilton,3.0,Belgian Grand Prix,2021
25189,1063,817,1,3,4,4,4,4,6.0,1,4.496,211567,\N,0,\N,\N,1,Daniel,Ricciardo,Daniel Ricciardo,4.0,Belgian Grand Prix,2021
25190,1063,20,117,5,5,5,5,5,5.0,1,7.479,214550,\N,0,\N,\N,1,Sebastian,Vettel,Sebastian Vettel,5.0,Belgian Grand Prix,2021
25191,1063,842,213,10,6,6,6,6,4.0,1,10.177,217248,\N,0,\N,\N,1,Pierre,Gasly,Pierre Gasly,6.0,Belgian Grand Prix,2021
25192,1063,839,214,31,8,7,7,7,3.0,1,11.579,218650,\N,0,\N,\N,1,Esteban,Ocon,Esteban Ocon,9.0,Belgian Grand Prix,2021
25193,1063,844,6,16,9,8,8,8,2.0,1,12.608,219679,\N,0,\N,\N,1,Charles,Leclerc,Charles Leclerc,11.0,Belgian Grand Prix,2021
25194,1063,849,3,6,10,9,9,9,1.0,1,15.485,222556,\N,0,\N,\N,1,Nicholas,Latifi,Nicholas Latifi,12.0,Belgian Grand Prix,2021
25195,1063,832,6,55,11,10,10,10,0.5,1,16.166,223237,\N,0,\N,\N,1,Carlos,Sainz,Carlos Sainz,13.0,Belgian Grand Prix,2021
25196,1063,4,214,14,12,11,11,11,0.0,1,20.59,227661,\N,0,\N,\N,1,Fernando,Alonso,Fernando Alonso,14.0,Belgian Grand Prix,2021
25197,1063,822,131,77,13,12,12,12,0.0,1,22.414,229485,\N,0,\N,\N,1,Valtteri,Bottas,Valtteri Bottas,8.0,Belgian Grand Prix,2021
25198,1063,841,51,99,14,13,13,13,0.0,1,24.163,231234,\N,0,\N,\N,1,Antonio,Giovinazzi,Antonio Giovinazzi,16.0,Belgian Grand Prix,2021
25199,1063,846,1,4,15,14,14,14,0.0,1,27.11,234181,\N,0,\N,\N,1,Lando,Norris,Lando Norris,10.0,Belgian Grand Prix,2021
25200,1063,852,213,22,16,15,15,15,0.0,1,28.329,235400,\N,0,\N,\N,1,Yuki,Tsunoda,Yuki Tsunoda,17.0,Belgian Grand Prix,2021
25201,1063,854,210,47,17,16,16,16,0.0,1,29.507,236578,\N,0,\N,\N,1,Mick,Schumacher,Mick Schumacher,18.0,Belgian Grand Prix,2021
25202,1063,853,210,9,18,17,17,17,0.0,1,31.993,239064,\N,0,\N,\N,1,Nikita,Mazepin,Nikita Mazepin,20.0,Belgian Grand Prix,2021
25203,1063,8,51,7,0,18,18,18,0.0,1,36.054,243125,\N,0,\N,\N,1,Kimi,Räikkönen,Kimi Räikkönen,19.0,Belgian Grand Prix,2021
25204,1063,815,9,11,0,19,19,19,0.0,1,38.205,245276,\N,0,\N,\N,1,Sergio,Pérez,Sergio Pérez,7.0,Belgian Grand Prix,2021
25205,1063,840,117,18,19,20,20,20,0.0,1,44.108,251179,\N,0,\N,\N,1,Lance,Stroll,Lance Stroll,15.0,Belgian Grand Prix,2021
25206,1064,830,9,33,1,1,1,1,25.0,72,30:05.4,5405395,60,3,73.275,209.244,1,Max,Verstappen,Max Verstappen,1.0,Dutch Grand Prix,2021
25207,1064,1,131,44,2,2,2,2,19.0,72,20.932,5426327,72,1,71.097,215.654,1,Lewis,Hamilton,Lewis Hamilton,2.0,Dutch Grand Prix,2021
25208,1064,822,131,77,3,3,3,3,15.0,72,56.46,5461855,69,2,72.549,211.338,1,Valtteri,Bottas,Valtteri Bottas,3.0,Dutch Grand Prix,2021
25209,1064,842,213,10,4,4,4,4,12.0,71,\N,\N,57,10,74.818,204.929,11,Pierre,Gasly,Pierre Gasly,4.0,Dutch Grand Prix,2021
25210,1064,844,6,16,5,5,5,5,10.0,71,\N,\N,58,9,74.78,205.033,11,Charles,Leclerc,Charles Leclerc,5.0,Dutch Grand Prix,2021
25211,1064,4,214,14,9,6,6,6,8.0,71,\N,\N,60,7,74.323,206.294,11,Fernando,Alonso,Fernando Alonso,9.0,Dutch Grand Prix,2021
25212,1064,832,6,55,6,7,7,7,6.0,71,\N,\N,45,13,75.26,203.725,11,Carlos,Sainz,Carlos Sainz,6.0,Dutch Grand Prix,2021
25213,1064,815,9,11,0,8,8,8,4.0,71,\N,\N,59,4,73.461,208.714,11,Sergio,Pérez,Sergio Pérez,16.0,Dutch Grand Prix,2021
25214,1064,839,214,31,8,9,9,9,2.0,71,\N,\N,54,8,74.675,205.321,11,Esteban,Ocon,Esteban Ocon,8.0,Dutch Grand Prix,2021
25215,1064,846,1,4,13,10,10,10,1.0,71,\N,\N,48,6,74.236,206.535,11,Lando,Norris,Lando Norris,13.0,Dutch Grand Prix,2021
25216,1064,817,1,3,10,11,11,11,0.0,71,\N,\N,59,11,74.92,204.65,11,Daniel,Ricciardo,Daniel Ricciardo,10.0,Dutch Grand Prix,2021
25217,1064,840,117,18,12,12,12,12,0.0,70,\N,\N,57,15,75.611,202.78,12,Lance,Stroll,Lance Stroll,12.0,Dutch Grand Prix,2021
25218,1064,20,117,5,15,13,13,13,0.0,70,\N,\N,63,5,73.958,207.312,12,Sebastian,Vettel,Sebastian Vettel,17.0,Dutch Grand Prix,2021
25219,1064,841,51,99,7,14,14,14,0.0,70,\N,\N,66,12,75.125,204.091,12,Antonio,Giovinazzi,Antonio Giovinazzi,7.0,Dutch Grand Prix,2021
25220,1064,9,51,88,16,15,15,15,0.0,70,\N,\N,44,14,75.442,203.234,12,Robert,Kubica,Robert Kubica,18.0,Dutch Grand Prix,2021
25221,1064,849,3,6,0,16,16,16,0.0,70,\N,\N,25,18,75.79,202.301,12,Nicholas,Latifi,Nicholas Latifi,14.0,Dutch Grand Prix,2021
25222,1064,847,3,63,11,17,17,17,0.0,69,\N,\N,57,16,75.628,202.734,6,George,Russell,George Russell,11.0,Dutch Grand Prix,2021
25223,1064,854,210,47,17,18,18,18,0.0,69,\N,\N,36,19,75.927,201.936,13,Mick,Schumacher,Mick Schumacher,19.0,Dutch Grand Prix,2021
25224,1064,852,213,22,14,\N,R,19,0.0,48,\N,\N,44,17,75.783,202.319,131,Yuki,Tsunoda,Yuki Tsunoda,15.0,Dutch Grand Prix,2021
25225,1064,853,210,9,18,\N,R,20,0.0,41,\N,\N,35,20,76.066,201.567,9,Nikita,Mazepin,Nikita Mazepin,20.0,Dutch Grand Prix,2021
25226,1065,817,1,3,2,1,1,1,26.0,53,21:54.4,4914365,53,1,84.812,245.894,1,Daniel,Ricciardo,Daniel Ricciardo,5.0,Italian Grand Prix,2021
25227,1065,846,1,4,3,2,2,2,18.0,53,1.747,4916112,53,3,84.971,245.434,1,Lando,Norris,Lando Norris,4.0,Italian Grand Prix,2021
25228,1065,822,131,77,19,3,3,3,15.0,53,4.921,4919286,34,2,84.827,245.85,1,Valtteri,Bottas,Valtteri Bottas,1.0,Italian Grand Prix,2021
25229,1065,844,6,16,5,4,4,4,12.0,53,7.309,4921674,53,6,85.319,244.433,1,Charles,Leclerc,Charles Leclerc,8.0,Italian Grand Prix,2021
25230,1065,815,9,11,8,5,5,5,10.0,53,8.723,4923088,53,4,85.156,244.901,1,Sergio,Pérez,Sergio Pérez,9.0,Italian Grand Prix,2021
25231,1065,832,6,55,6,6,6,6,8.0,53,10.535,4924900,53,8,85.559,243.747,1,Carlos,Sainz,Carlos Sainz,7.0,Italian Grand Prix,2021
25232,1065,840,117,18,9,7,7,7,6.0,53,15.804,4930169,52,13,85.853,242.912,1,Lance,Stroll,Lance Stroll,12.0,Italian Grand Prix,2021
25233,1065,4,214,14,10,8,8,8,4.0,53,17.201,4931566,52,7,85.472,243.995,1,Fernando,Alonso,Fernando Alonso,13.0,Italian Grand Prix,2021
25234,1065,847,3,63,14,9,9,9,2.0,53,19.742,4934107,53,11,85.835,242.963,1,George,Russell,George Russell,15.0,Italian Grand Prix,2021
25235,1065,839,214,31,12,10,10,10,1.0,53,20.868,4935233,53,9,85.566,243.727,1,Esteban,Ocon,Esteban Ocon,14.0,Italian Grand Prix,2021
25236,1065,849,3,6,13,11,11,11,0.0,53,23.743,4938108,50,16,85.953,242.63,1,Nicholas,Latifi,Nicholas Latifi,16.0,Italian Grand Prix,2021
25237,1065,20,117,5,11,12,12,12,0.0,53,24.621,4938986,50,15,85.938,242.672,1,Sebastian,Vettel,Sebastian Vettel,11.0,Italian Grand Prix,2021
25238,1065,841,51,99,7,13,13,13,0.0,53,27.216,4941581,50,10,85.718,243.295,1,Antonio,Giovinazzi,Antonio Giovinazzi,10.0,Italian Grand Prix,2021
25239,1065,9,51,88,17,14,14,14,0.0,53,29.769,4944134,53,12,85.849,242.924,1,Robert,Kubica,Robert Kubica,19.0,Italian Grand Prix,2021
25240,1065,854,210,47,18,15,15,15,0.0,53,51.088,4965453,52,17,86.707,240.52,1,Mick,Schumacher,Mick Schumacher,18.0,Italian Grand Prix,2021
25241,1065,853,210,9,16,\N,R,16,0.0,41,\N,\N,41,18,87.202,239.155,131,Nikita,Mazepin,Nikita Mazepin,20.0,Italian Grand Prix,2021
25242,1065,1,131,44,4,\N,R,17,0.0,25,\N,\N,3,14,85.87,242.864,4,Lewis,Hamilton,Lewis Hamilton,2.0,Italian Grand Prix,2021
25243,1065,830,9,33,1,\N,R,18,0.0,25,\N,\N,25,5,85.173,244.852,4,Max,Verstappen,Max Verstappen,3.0,Italian Grand Prix,2021
25244,1065,842,213,10,0,\N,R,19,0.0,3,\N,\N,2,19,89.005,234.31,22,Pierre,Gasly,Pierre Gasly,6.0,Italian Grand Prix,2021
25245,1065,852,213,22,0,\N,W,20,0.0,0,\N,\N,\N,0,\N,\N,23,Yuki,Tsunoda,Yuki Tsunoda,17.0,Italian Grand Prix,2021
25246,1066,1,131,44,4,1,1,1,25.0,53,30:41.0,5441001,43,2,97.575,215.76,1,Lewis,Hamilton,Lewis Hamilton,4.0,Russian Grand Prix,2021
25247,1066,830,9,33,20,2,2,2,18.0,53,53.271,5494272,28,5,98.396,213.959,1,Max,Verstappen,Max Verstappen,20.0,Russian Grand Prix,2021
25248,1066,832,6,55,2,3,3,3,15.0,53,+1:02.475,5503476,40,12,99.294,212.024,1,Carlos,Sainz,Carlos Sainz,2.0,Russian Grand Prix,2021
25249,1066,817,1,3,5,4,4,4,12.0,53,+1:05.607,5506608,24,9,99.124,212.388,1,Daniel,Ricciardo,Daniel Ricciardo,5.0,Russian Grand Prix,2021
25250,1066,822,131,77,16,5,5,5,10.0,53,+1:07.533,5508534,31,3,98.216,214.352,1,Valtteri,Bottas,Valtteri Bottas,7.0,Russian Grand Prix,2021
25251,1066,4,214,14,6,6,6,6,8.0,53,+1:21.321,5522322,44,6,98.686,213.331,1,Fernando,Alonso,Fernando Alonso,6.0,Russian Grand Prix,2021
25252,1066,846,1,4,1,7,7,7,7.0,53,+1:27.224,5528225,39,1,97.423,216.096,1,Lando,Norris,Lando Norris,1.0,Russian Grand Prix,2021
25253,1066,8,51,7,13,8,8,8,4.0,53,+1:28.955,5529956,34,16,100.289,209.921,1,Kimi,Räikkönen,Kimi Räikkönen,16.0,Russian Grand Prix,2021
25254,1066,815,9,11,8,9,9,9,2.0,53,+1:30.076,5531077,45,10,99.215,212.193,1,Sergio,Pérez,Sergio Pérez,9.0,Russian Grand Prix,2021
25255,1066,847,3,63,3,10,10,10,1.0,53,+1:40.551,5541552,40,18,100.596,209.28,1,George,Russell,George Russell,3.0,Russian Grand Prix,2021
25256,1066,840,117,18,7,11,11,11,0.0,53,+1:46.198,5547199,35,17,100.464,209.555,1,Lance,Stroll,Lance Stroll,8.0,Russian Grand Prix,2021
25257,1066,20,117,5,10,12,12,12,0.0,52,\N,\N,44,11,99.251,212.116,11,Sebastian,Vettel,Sebastian Vettel,11.0,Russian Grand Prix,2021
25258,1066,842,213,10,11,13,13,13,0.0,52,\N,\N,35,4,98.279,214.214,11,Pierre,Gasly,Pierre Gasly,12.0,Russian Grand Prix,2021
25259,1066,839,214,31,9,14,14,14,0.0,52,\N,\N,34,19,100.598,209.276,11,Esteban,Ocon,Esteban Ocon,10.0,Russian Grand Prix,2021
25260,1066,844,6,16,19,15,15,15,0.0,52,\N,\N,45,7,98.994,212.667,11,Charles,Leclerc,Charles Leclerc,15.0,Russian Grand Prix,2021
25261,1066,841,51,99,17,16,16,16,0.0,52,\N,\N,39,8,99.058,212.53,11,Antonio,Giovinazzi,Antonio Giovinazzi,18.0,Russian Grand Prix,2021
25262,1066,852,213,22,12,17,17,17,0.0,52,\N,\N,42,13,99.96,210.612,11,Yuki,Tsunoda,Yuki Tsunoda,13.0,Russian Grand Prix,2021
25263,1066,853,210,9,15,18,18,18,0.0,51,\N,\N,24,20,101.713,206.982,12,Nikita,Mazepin,Nikita Mazepin,19.0,Russian Grand Prix,2021
25264,1066,849,3,6,18,19,19,19,0.0,47,\N,\N,42,14,100,210.528,3,Nicholas,Latifi,Nicholas Latifi,14.0,Russian Grand Prix,2021
25265,1066,854,210,47,14,\N,R,20,0.0,32,\N,\N,22,15,100.276,209.948,44,Mick,Schumacher,Mick Schumacher,17.0,Russian Grand Prix,2021
25266,1067,822,131,77,1,1,1,1,26.0,58,31:04.1,5464103,58,1,90.432,212.5,1,Valtteri,Bottas,Valtteri Bottas,2.0,Turkish Grand Prix,2021
25267,1067,830,9,33,2,2,2,2,18.0,58,14.584,5478687,53,9,92.759,207.169,1,Max,Verstappen,Max Verstappen,3.0,Turkish Grand Prix,2021
25268,1067,815,9,11,6,3,3,3,15.0,58,33.471,5497574,53,4,92.459,207.841,1,Sergio,Pérez,Sergio Pérez,7.0,Turkish Grand Prix,2021
25269,1067,844,6,16,3,4,4,4,12.0,58,37.814,5501917,57,8,92.737,207.218,1,Charles,Leclerc,Charles Leclerc,4.0,Turkish Grand Prix,2021
25270,1067,1,131,44,11,5,5,5,10.0,58,41.812,5505915,52,10,92.763,207.16,1,Lewis,Hamilton,Lewis Hamilton,1.0,Turkish Grand Prix,2021
25271,1067,842,213,10,4,6,6,6,8.0,58,44.292,5508395,50,11,92.814,207.046,1,Pierre,Gasly,Pierre Gasly,5.0,Turkish Grand Prix,2021
25272,1067,846,1,4,7,7,7,7,6.0,58,47.213,5511316,50,3,92.446,207.87,1,Lando,Norris,Lando Norris,8.0,Turkish Grand Prix,2021
25273,1067,832,6,55,19,8,8,8,4.0,58,51.526,5515629,49,2,91.921,209.057,1,Carlos,Sainz,Carlos Sainz,15.0,Turkish Grand Prix,2021
25274,1067,840,117,18,8,9,9,9,2.0,58,+1:22.018,5546121,58,6,92.608,207.506,1,Lance,Stroll,Lance Stroll,9.0,Turkish Grand Prix,2021
25275,1067,839,214,31,12,10,10,10,1.0,57,\N,\N,24,19,94.584,203.171,11,Esteban,Ocon,Esteban Ocon,12.0,Turkish Grand Prix,2021
25276,1067,841,51,99,16,11,11,11,0.0,57,\N,\N,57,13,92.904,206.845,11,Antonio,Giovinazzi,Antonio Giovinazzi,18.0,Turkish Grand Prix,2021
25277,1067,8,51,7,17,12,12,12,0.0,57,\N,\N,50,5,92.586,207.556,11,Kimi,Räikkönen,Kimi Räikkönen,19.0,Turkish Grand Prix,2021
25278,1067,817,1,3,20,13,13,13,0.0,57,\N,\N,34,15,93.255,206.067,11,Daniel,Ricciardo,Daniel Ricciardo,16.0,Turkish Grand Prix,2021
25279,1067,852,213,22,9,14,14,14,0.0,57,\N,\N,54,12,92.844,206.979,11,Yuki,Tsunoda,Yuki Tsunoda,10.0,Turkish Grand Prix,2021
25280,1067,847,3,63,13,15,15,15,0.0,57,\N,\N,53,16,93.399,205.749,11,George,Russell,George Russell,13.0,Turkish Grand Prix,2021
25281,1067,4,214,14,5,16,16,16,0.0,57,\N,\N,55,14,93.252,206.073,11,Fernando,Alonso,Fernando Alonso,6.0,Turkish Grand Prix,2021
25282,1067,849,3,6,15,17,17,17,0.0,57,\N,\N,48,17,93.672,205.149,11,Nicholas,Latifi,Nicholas Latifi,17.0,Turkish Grand Prix,2021
25283,1067,20,117,5,10,18,18,18,0.0,57,\N,\N,54,7,92.73,207.233,11,Sebastian,Vettel,Sebastian Vettel,11.0,Turkish Grand Prix,2021
25284,1067,854,210,47,14,19,19,19,0.0,56,\N,\N,52,18,94.209,203.98,12,Mick,Schumacher,Mick Schumacher,14.0,Turkish Grand Prix,2021
25285,1067,853,210,9,18,20,20,20,0.0,56,\N,\N,52,20,95.438,201.353,12,Nikita,Mazepin,Nikita Mazepin,20.0,Turkish Grand Prix,2021
25286,1069,830,9,33,1,1,1,1,25.0,56,34:36.6,5676552,52,2,99.096,200.278,1,Max,Verstappen,Max Verstappen,1.0,United States Grand Prix,2021
25287,1069,1,131,44,2,2,2,2,19.0,56,1.333,5677885,41,1,98.485,201.521,1,Lewis,Hamilton,Lewis Hamilton,2.0,United States Grand Prix,2021
25288,1069,815,9,11,3,3,3,3,15.0,56,42.223,5718775,32,4,99.566,199.333,1,Sergio,Pérez,Sergio Pérez,3.0,United States Grand Prix,2021
25289,1069,844,6,16,4,4,4,4,12.0,56,52.246,5728798,41,3,99.303,199.861,1,Charles,Leclerc,Charles Leclerc,5.0,United States Grand Prix,2021
25290,1069,817,1,3,6,5,5,5,10.0,56,+1:16.854,5753406,43,8,100.345,197.785,1,Daniel,Ricciardo,Daniel Ricciardo,7.0,United States Grand Prix,2021
25291,1069,822,131,77,9,6,6,6,8.0,56,+1:20.128,5756680,41,6,100.147,198.176,1,Valtteri,Bottas,Valtteri Bottas,4.0,United States Grand Prix,2021
25292,1069,832,6,55,5,7,7,7,6.0,56,+1:23.545,5760097,40,9,100.377,197.722,1,Carlos,Sainz,Carlos Sainz,6.0,United States Grand Prix,2021
25293,1069,846,1,4,7,8,8,8,4.0,56,+1:24.395,5760947,41,7,100.228,198.016,1,Lando,Norris,Lando Norris,8.0,United States Grand Prix,2021
25294,1069,852,213,22,10,9,9,9,2.0,55,\N,\N,47,13,101.151,196.209,11,Yuki,Tsunoda,Yuki Tsunoda,10.0,United States Grand Prix,2021
25295,1069,20,117,5,18,10,10,10,1.0,55,\N,\N,40,10,100.481,197.517,11,Sebastian,Vettel,Sebastian Vettel,12.0,United States Grand Prix,2021
25296,1069,841,51,99,12,11,11,11,0.0,55,\N,\N,44,12,101.145,196.221,11,Antonio,Giovinazzi,Antonio Giovinazzi,13.0,United States Grand Prix,2021
25297,1069,840,117,18,13,12,12,12,0.0,55,\N,\N,36,14,101.189,196.135,11,Lance,Stroll,Lance Stroll,16.0,United States Grand Prix,2021
25298,1069,8,51,7,15,13,13,13,0.0,55,\N,\N,43,15,101.34,195.843,11,Kimi,Räikkönen,Kimi Räikkönen,18.0,United States Grand Prix,2021
25299,1069,847,3,63,20,14,14,14,0.0,55,\N,\N,36,11,101.12,196.269,11,George,Russell,George Russell,15.0,United States Grand Prix,2021
25300,1069,849,3,6,14,15,15,15,0.0,55,\N,\N,46,17,101.818,194.924,11,Nicholas,Latifi,Nicholas Latifi,17.0,United States Grand Prix,2021
25301,1069,854,210,47,16,16,16,16,0.0,54,\N,\N,36,16,101.395,195.737,12,Mick,Schumacher,Mick Schumacher,19.0,United States Grand Prix,2021
25302,1069,853,210,9,17,17,17,17,0.0,54,\N,\N,42,20,102.886,192.9,12,Nikita,Mazepin,Nikita Mazepin,20.0,United States Grand Prix,2021
25303,1069,4,214,14,19,\N,R,18,0.0,49,\N,\N,46,5,100.067,198.335,65,Fernando,Alonso,Fernando Alonso,14.0,United States Grand Prix,2021
25304,1069,839,214,31,11,\N,R,19,0.0,40,\N,\N,28,19,102.194,194.207,26,Esteban,Ocon,Esteban Ocon,11.0,United States Grand Prix,2021
25305,1069,842,213,10,8,\N,R,20,0.0,14,\N,\N,12,18,102.015,194.547,22,Pierre,Gasly,Pierre Gasly,9.0,United States Grand Prix,2021
25306,1070,830,9,33,3,1,1,1,25.0,71,38:39.1,5919086,52,2,78.999,196.134,1,Max,Verstappen,Max Verstappen,3.0,Mexico City Grand Prix,2021
25307,1070,1,131,44,2,2,2,2,18.0,71,16.555,5935641,66,4,79.82,194.116,1,Lewis,Hamilton,Lewis Hamilton,2.0,Mexico City Grand Prix,2021
25308,1070,815,9,11,4,3,3,3,15.0,71,17.752,5936838,49,3,79.468,194.976,1,Sergio,Pérez,Sergio Pérez,4.0,Mexico City Grand Prix,2021
25309,1070,842,213,10,5,4,4,4,12.0,71,+1:03.845,5982931,66,7,80.51,192.453,1,Pierre,Gasly,Pierre Gasly,5.0,Mexico City Grand Prix,2021
25310,1070,844,6,16,8,5,5,5,10.0,71,+1:21.037,6000123,63,9,80.665,192.083,1,Charles,Leclerc,Charles Leclerc,8.0,Mexico City Grand Prix,2021
25311,1070,832,6,55,6,6,6,6,8.0,70,\N,\N,63,5,80.081,193.484,11,Carlos,Sainz,Carlos Sainz,6.0,Mexico City Grand Prix,2021
25312,1070,20,117,5,9,7,7,7,6.0,70,\N,\N,70,6,80.46,192.572,11,Sebastian,Vettel,Sebastian Vettel,11.0,Mexico City Grand Prix,2021
25313,1070,8,51,7,10,8,8,8,4.0,70,\N,\N,63,11,80.713,191.969,11,Kimi,Räikkönen,Kimi Räikkönen,12.0,Mexico City Grand Prix,2021
25314,1070,4,214,14,12,9,9,9,2.0,70,\N,\N,54,10,80.711,191.973,11,Fernando,Alonso,Fernando Alonso,16.0,Mexico City Grand Prix,2021
25315,1070,846,1,4,18,10,10,10,1.0,70,\N,\N,67,8,80.617,192.197,11,Lando,Norris,Lando Norris,10.0,Mexico City Grand Prix,2021
25316,1070,841,51,99,11,11,11,11,0.0,70,\N,\N,68,16,81.523,190.061,11,Antonio,Giovinazzi,Antonio Giovinazzi,14.0,Mexico City Grand Prix,2021
25317,1070,817,1,3,7,12,12,12,0.0,70,\N,\N,40,13,81.069,191.126,11,Daniel,Ricciardo,Daniel Ricciardo,7.0,Mexico City Grand Prix,2021
25318,1070,839,214,31,19,13,13,13,0.0,70,\N,\N,67,14,81.348,190.47,11,Esteban,Ocon,Esteban Ocon,15.0,Mexico City Grand Prix,2021
